time_ms,CP_pre,CP_pre_sem,CP_post,CP_post_sem,CP_pre_s1,CP_pre_s2,CP_pre_s3,CP_pre_s4,CP_pre_s5,CP_pre_s6,CP_post_s1,CP_post_s2,CP_post_s3,CP_post_s4,CP_post_s5,CP_post_s6
0.0,0.5080078564716775,0.018895980844951272,0.5013789296440442,0.002847767700747522,0.5749027982560443,0.5554016710313004,0.4973333418767821,0.46005021880187114,0.4764427906976745,0.48391631816639263,0.4986587333333334,0.4984449292929293,0.5050944662480377,0.49782908174446644,0.513762091966759,0.49448427527873906
20.0,0.5093045147917789,0.017887440397749744,0.4942286190044048,0.008131473024427552,0.5699829726516052,0.555358972440454,0.5020206708743151,0.45892035611890747,0.48421226608977824,0.4853318505756129,0.4611652666666666,0.4868583434343433,0.5048342229199371,0.5002325224632916,0.5203498193905818,0.49193153915160825
40.0,0.513015774614279,0.017738377972508587,0.4897383127158485,0.011578281081383045,0.5736627506936189,0.5555560044893377,0.5109394162688623,0.4605093707559982,0.4908751541373716,0.48655195134048607,0.4443922,0.4724383030303031,0.5086815934065934,0.5024335086565856,0.5234819900277009,0.4870022811739075
60.0,0.5177100405523053,0.017314894013668713,0.4901993884907038,0.010970145955195137,0.5819038287752675,0.5509999750592341,0.5192474930317496,0.46656055530405915,0.4932167441860464,0.49433164695747517,0.4485066,0.4722786262626263,0.5074962715855572,0.5038534735919352,0.5226206315789473,0.486440727925157
80.0,0.5181026203155249,0.015585858768444512,0.4893231529902598,0.009987390842559327,0.5749975426080063,0.5461852101259508,0.5213963412680614,0.4678857401539158,0.4974544510546241,0.5006964366825906,0.4552012000000001,0.46541898989898983,0.5039437598116168,0.5045770545693622,0.51778684099723,0.48901107266435995
100.0,0.5144840858671097,0.01331245036326277,0.4902613142225543,0.009876007928484592,0.5590788109393579,0.545122085048011,0.5163341940857975,0.47237766711936013,0.49621633315305574,0.4977754248570757,0.4581242,0.4634860606060607,0.5088022762951335,0.5041808021038792,0.5155078027700831,0.4914667435601693
120.0,0.5174927622094351,0.01512746019237512,0.49174714481291043,0.009161388673847389,0.5727301783590962,0.5500026936026936,0.5145001377631115,0.47388688697751624,0.49670412114656565,0.4971325554076277,0.45686200000000005,0.47351466666666675,0.5138682496075354,0.5035782818321279,0.5101491235457065,0.49251054722542603
140.0,0.5200224932536104,0.01566394444881132,0.49081958041767715,0.007358015894480921,0.5786299167657551,0.5505635615413393,0.5160514401050844,0.4723375282933452,0.5006763439697134,0.5018761688464248,0.4628559333333333,0.478912,0.5135093014128729,0.5037814376506684,0.4950174670360111,0.49084134307317706
160.0,0.5155365656518848,0.012569069326020926,0.49074179823360425,0.005535465679560257,0.5531465398335315,0.5513885521885523,0.5140016275269919,0.4776845027916102,0.4950433747971876,0.5019547967734357,0.47652620000000007,0.48211135353535345,0.5113693485086341,0.5032030024106947,0.4834479335180057,0.4877929514289376
180.0,0.5070286583734546,0.01017244394232147,0.4926414100516821,0.0051726572919985865,0.5225682441537852,0.5481010101010102,0.5057704930637875,0.48475992153312214,0.4823882314764738,0.49858404991254857,0.4891648666666666,0.48422723232323234,0.5104843014128728,0.5064136094674556,0.47984331523545704,0.48571513520440845
200.0,0.5051990826154545,0.010051386178177645,0.4965499962585038,0.005748023787494934,0.5285984938565201,0.5418189300411523,0.49918287892865154,0.4843502640712238,0.48081505678745257,0.49642887200772706,0.4889364666666666,0.5064921212121212,0.5102973312401884,0.510022003068157,0.47807757119113575,0.48547448417275413
220.0,0.5048068201871344,0.01121208456096237,0.496318531050621,0.008337014179305696,0.5379517399920729,0.5397039531113604,0.49706483836862836,0.47634121020069414,0.4826452352623039,0.49513394418774637,0.4773539999999999,0.5221397979797979,0.509247017268446,0.5108831689677844,0.4724521130193906,0.485835089068307
240.0,0.5012903346183234,0.008963679839309131,0.4945787003116147,0.008082062124902789,0.5283507253269917,0.5281034542960469,0.4972801332778009,0.47837790855590756,0.482571681990265,0.49305810426292834,0.46972326666666675,0.5192882424242423,0.5065116954474097,0.5090564540872233,0.477304128531856,0.4855884147122901
260.0,0.49926219658741466,0.007231679418140626,0.49396578758858634,0.009459782854809409,0.5220339278636543,0.5191197406160369,0.4953371992439047,0.48710408933152244,0.4776085667928609,0.4943696556765083,0.45339373333333344,0.5167217777777777,0.5056179356357928,0.5115040324348016,0.4907933606648199,0.4857638856849929
280.0,0.5033264887991244,0.008312681067500523,0.49350065162527373,0.01188584627798139,0.5328678557273087,0.5246562414266117,0.49719006824079703,0.48745109400935577,0.4844665008112493,0.4933271725794242,0.43860313333333345,0.5204854949494949,0.5059894427001569,0.5087727810650887,0.5008930038781163,0.4862600538254518
300.0,0.5102426213729584,0.010903779996836928,0.4964546676324526,0.012688490239370754,0.5546354974237019,0.5292542711061229,0.5035823278762055,0.4825021880187112,0.4959653866955111,0.4955160571174981,0.4419294000000001,0.5359890101010101,0.5087125588697018,0.499638439623055,0.5043984664819945,0.48806013071895427
320.0,0.5145775428184364,0.01238621160525299,0.4947252049956747,0.011781015715125295,0.567562108600872,0.5271966579373987,0.5093531541344953,0.4804552286102309,0.5085059599783667,0.49439214764925465,0.44347233333333336,0.5306246464646464,0.5098083987441131,0.49667037037037026,0.4966674969529085,0.49110798410867607
340.0,0.5185941290032242,0.013594191339453821,0.495250115126423,0.010914617336944087,0.5770428537455411,0.5304359147025813,0.5153166180758019,0.4792402595442884,0.5095393401838832,0.4999897877672488,0.4478192,0.5251781818181818,0.5131287676609106,0.503338110891957,0.4890681617728532,0.4929682686146353
360.0,0.5218243231610923,0.017458320492167043,0.498239643127365,0.006577539314533316,0.5985385969084422,0.5341083426861203,0.5208185820010892,0.47379996982043154,0.5027711411573825,0.5009093063930874,0.4734712666666667,0.5150235151515151,0.5159545918367346,0.5008783037475345,0.49040122326869806,0.49370895809304116
380.0,0.5236560604868497,0.023037663373375466,0.49734094075050583,0.004529645448359216,0.622773682124455,0.5427556553186182,0.5245483099990388,0.4581703938433681,0.49511268793942664,0.49857563369619146,0.4838703999999999,0.49936808080808076,0.5174283751962323,0.49377920227920236,0.49545553905817175,0.49414404716134813
400.0,0.5254477971445485,0.02789742581053758,0.4936859552898001,0.005692060796767537,0.6403977487118511,0.552795909714428,0.5284642168327298,0.4375242492832352,0.49694148188209836,0.49656317644294773,0.4740989333333333,0.49036799999999997,0.5167283359497644,0.49073868069252685,0.49919826260387806,0.4909835191592978
