figure_panel,old_figure_panel,monkey_id,area,condition,previous_trial_outcome,frequency_band,epoch_start_ms,epoch_end_ms,frequency_min_hz,frequency_max_hz,matrix_row_zero_based,matrix_column_zero_based,matrix_row_one_based,matrix_column_one_based,cp
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,0,26,1,27,0.5060625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,0,27,1,28,0.49175
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,0,28,1,29,0.50125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,4,2,5,0.53425
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,5,2,6,0.5379375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,6,2,7,0.529
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,7,2,8,0.538125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,8,2,9,0.548625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,9,2,10,0.578
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,10,2,11,0.597375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,11,2,12,0.61975
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,12,2,13,0.6215
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,13,2,14,0.63675
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,14,2,15,0.6461875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,15,2,16,0.6543125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,16,2,17,0.6549375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,17,2,18,0.6325
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,18,2,19,0.58725
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,19,2,20,0.53825
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,20,2,21,0.514125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,21,2,22,0.5334375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,22,2,23,0.54725
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,23,2,24,0.55125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,24,2,25,0.5481875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,25,2,26,0.5220625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,26,2,27,0.5090625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,27,2,28,0.50425
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,1,28,2,29,0.51625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,4,3,5,0.5691875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,5,3,6,0.5718125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,6,3,7,0.55425
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,7,3,8,0.5281875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,8,3,9,0.5251875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,9,3,10,0.5425
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,10,3,11,0.546
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,11,3,12,0.5556875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,12,3,13,0.5839375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,13,3,14,0.5895
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,14,3,15,0.6016875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,15,3,16,0.60325
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,16,3,17,0.597125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,17,3,18,0.57625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,18,3,19,0.5513125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,19,3,20,0.5358125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,20,3,21,0.5316875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,21,3,22,0.543625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,22,3,23,0.557
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,23,3,24,0.5684375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,24,3,25,0.558625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,25,3,26,0.5401875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,26,3,27,0.489125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,27,3,28,0.440125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,2,28,3,29,0.38375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,4,4,5,0.591625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,5,4,6,0.574375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,6,4,7,0.5595625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,7,4,8,0.540875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,8,4,9,0.4848125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,9,4,10,0.458375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,10,4,11,0.449
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,11,4,12,0.482625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,12,4,13,0.5285625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,13,4,14,0.56125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,14,4,15,0.5911875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,15,4,16,0.6305625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,16,4,17,0.6295625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,17,4,18,0.615375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,18,4,19,0.594375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,19,4,20,0.5681875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,20,4,21,0.5486875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,21,4,22,0.505375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,22,4,23,0.48275
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,23,4,24,0.476
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,24,4,25,0.483125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,25,4,26,0.4865625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,26,4,27,0.47475
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,27,4,28,0.4373125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,3,28,4,29,0.433125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,4,5,5,0.584125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,5,5,6,0.5591875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,6,5,7,0.51825
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,7,5,8,0.469625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,8,5,9,0.4158125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,9,5,10,0.407125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,10,5,11,0.426125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,11,5,12,0.4680625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,12,5,13,0.486375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,13,5,14,0.50025
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,14,5,15,0.557375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,15,5,16,0.6124375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,16,5,17,0.65625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,17,5,18,0.6445625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,18,5,19,0.606625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,19,5,20,0.5935
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,20,5,21,0.5574375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,21,5,22,0.5419375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,22,5,23,0.525
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,23,5,24,0.504125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,24,5,25,0.4876875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,25,5,26,0.4793125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,26,5,27,0.4735
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,27,5,28,0.4675625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,4,28,5,29,0.49525
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,4,6,5,0.543
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,5,6,6,0.52475
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,6,6,7,0.499375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,7,6,8,0.470625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,8,6,9,0.4559375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,9,6,10,0.447125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,10,6,11,0.44325
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,11,6,12,0.4634375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,12,6,13,0.4930625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,13,6,14,0.5179375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,14,6,15,0.55725
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,15,6,16,0.574125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,16,6,17,0.5859375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,17,6,18,0.5879375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,18,6,19,0.587125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,19,6,20,0.5795625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,20,6,21,0.568375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,21,6,22,0.5319375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,22,6,23,0.5044375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,23,6,24,0.4995625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,24,6,25,0.495
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,25,6,26,0.5091875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,26,6,27,0.504625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,27,6,28,0.4969375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,5,28,6,29,0.498125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,4,7,5,0.5010625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,5,7,6,0.51025
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,6,7,7,0.5173125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,7,7,8,0.5090625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,8,7,9,0.492
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,9,7,10,0.484
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,10,7,11,0.481
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,11,7,12,0.4934375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,12,7,13,0.541
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,13,7,14,0.563375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,14,7,15,0.5915
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,15,7,16,0.5814375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,16,7,17,0.5569375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,17,7,18,0.522625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,18,7,19,0.500125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,19,7,20,0.498
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,20,7,21,0.494375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,21,7,22,0.4855625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,22,7,23,0.4779375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,23,7,24,0.466875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,24,7,25,0.464875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,25,7,26,0.459375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,26,7,27,0.4813125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,27,7,28,0.5134375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,6,28,7,29,0.5179375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,4,8,5,0.486625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,5,8,6,0.5111875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,6,8,7,0.50825
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,7,8,8,0.4981875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,8,8,9,0.488875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,9,8,10,0.465625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,10,8,11,0.4760625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,11,8,12,0.536625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,12,8,13,0.593125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,13,8,14,0.6305
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,14,8,15,0.6329375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,15,8,16,0.5893125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,16,8,17,0.5566875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,17,8,18,0.5145625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,18,8,19,0.4545
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,19,8,20,0.41625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,20,8,21,0.4185625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,21,8,22,0.451875
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,22,8,23,0.488375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,23,8,24,0.49375
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,24,8,25,0.46225
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,25,8,26,0.449125
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,26,8,27,0.44525
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,27,8,28,0.4710625
Fig4F,Fig5C,Monkey_L,V4,post,non_rewarded,alpha_beta,-300,0,5,30,7,28,8,29,0.5159375
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,4,1,5,0.521467845228529
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,5,1,6,0.516366912606229
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,6,1,7,0.513352651358349
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,7,1,8,0.506816340776455
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,8,1,9,0.50025535507017
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,9,1,10,0.492285289892127
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,10,1,11,0.48582495271954
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,11,1,12,0.483329843101923
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,12,1,13,0.481433105250769
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,13,1,14,0.484760026298488
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,14,1,15,0.486400272725059
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,15,1,16,0.488149284502561
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,16,1,17,0.487758378584589
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,17,1,18,0.486369428819571
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,18,1,19,0.477497098237839
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,19,1,20,0.46915852955739
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,20,1,21,0.46479622730335
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,21,1,22,0.467036468859831
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,22,1,23,0.473161094471636
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,23,1,24,0.478834425045251
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,24,1,25,0.481009082718484
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,25,1,26,0.483288609670376
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,26,1,27,0.485067491335298
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,27,1,28,0.486373000219154
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,0,28,1,29,0.481614921956802
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,4,2,5,0.518818516083473
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,5,2,6,0.518082158424039
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,6,2,7,0.514868223472212
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,7,2,8,0.509989042296735
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,8,2,9,0.501425800115259
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,9,2,10,0.492983985519598
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,10,2,11,0.483344128700254
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,11,2,12,0.481209081095121
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,12,2,13,0.487626886145405
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,13,2,14,0.498543680651943
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,14,2,15,0.503520912979602
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,15,2,16,0.50088976550515
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,16,2,17,0.493876186069918
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,17,2,18,0.482355175688509
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,18,2,19,0.473195509776706
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,19,2,20,0.470139041079212
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,20,2,21,0.475159779547244
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,21,2,22,0.481972711260461
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,22,2,23,0.483780488794734
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,23,2,24,0.48032207530783
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,24,2,25,0.477426644264251
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,25,2,26,0.477731511919546
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,26,2,27,0.479581496903434
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,27,2,28,0.48071363057118
Fig4G,Fig5D,Monkey_A,V4,pre,rewarded,alpha_beta,-300,0,5,30,1,28,2,29,0.477666902054366
