Fig3_main_trace_source_values.number,,,,,,,,
Fig3_main_trace_source_values,,,,,,,,
figure_panel,frequency_band,aggregation_level,area,time_ms,condition,mean_cp,sem_cp,source_monkeys
Fig3A,high_gamma,All,MT+V4,360,pre,0.487119289,0.003651827,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,360,post,0.500128711,0.001641721,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,370,pre,0.521588703,0.007611977,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,370,post,0.49873525,0.005088244,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,380,pre,0.479610962,0.005870223,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,380,post,0.499691115,0.002180568,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,390,pre,0.521086637,0.003757543,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,390,post,0.50067065,0.005920893,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,400,pre,0.477430668,0.007553243,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3A,high_gamma,All,MT+V4,400,post,0.502000535,0.002945957,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3B,low_gamma,MT,MT,0,pre,0.501593502,0.006793695,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,0,post,0.499569469,0.001391466,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,20,pre,0.502677638,0.006042339,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,20,post,0.500266885,0.003348221,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,40,pre,0.510599776,0.006148265,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,40,post,0.502068472,0.00567448,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,60,pre,0.518825146,0.008948051,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,60,post,0.509383122,0.008552137,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,80,pre,0.519831949,0.011300385,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,80,post,0.517422762,0.011390015,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,100,pre,0.518281306,0.01214675,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,100,post,0.519821652,0.013165863,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,120,pre,0.519816468,0.011223127,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,120,post,0.51988264,0.013483359,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,140,pre,0.521099458,0.010212312,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,140,post,0.521025605,0.01265854,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,160,pre,0.519631785,0.009926027,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,160,post,0.522072451,0.01212295,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,180,pre,0.516754252,0.009793751,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,180,post,0.521345692,0.012685812,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,200,pre,0.514875153,0.009734209,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,200,post,0.517320676,0.009768692,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,220,pre,0.511852133,0.007404853,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,220,post,0.513591644,0.00549074,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,240,pre,0.508713343,0.003292125,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,240,post,0.516466558,0.0072158,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,260,pre,0.507027823,0.003185472,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,260,post,0.516177527,0.005968507,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,280,pre,0.506339443,0.003470602,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,280,post,0.513038304,0.002836567,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,300,pre,0.504589894,0.0001227,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,300,post,0.509793642,0.001487491,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,320,pre,0.504043854,0.003196683,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,320,post,0.502539264,0.001176792,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,340,pre,0.498434568,0.004386361,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,340,post,0.497284656,0.001328535,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,360,pre,0.487909945,0.005067966,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,360,post,0.490285933,0.004993801,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,380,pre,0.480845434,0.006475604,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,380,post,0.487558294,0.006994147,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,400,pre,0.483520369,0.006425568,Monkey_Y;Monkey_C
Fig3B,low_gamma,MT,MT,400,post,0.48672857,0.007415295,Monkey_Y;Monkey_C
Fig3B,low_gamma,V4,V4,10,pre,0.456074333,0.012817757,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,10,post,0.505884084,0.004860473,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,30,pre,0.471145435,0.007410472,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,30,post,0.510368167,0.009364243,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,50,pre,0.512172833,0.015747449,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,50,post,0.524343586,0.018011588,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,70,pre,0.533490685,0.027372113,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,70,post,0.526933222,0.02126865,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,90,pre,0.537016183,0.03028312,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,90,post,0.526986769,0.019843771,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,110,pre,0.539956813,0.027482337,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,110,post,0.529749638,0.01780578,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,130,pre,0.540672952,0.024937983,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,130,post,0.528690443,0.01387358,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,150,pre,0.545217956,0.027615329,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,150,post,0.52931423,0.012538137,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,170,pre,0.546309362,0.029440416,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,170,post,0.533526553,0.009765621,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,190,pre,0.547281526,0.023981241,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,190,post,0.532469273,0.004900673,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,210,pre,0.535145232,0.009112509,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,210,post,0.52171254,0.000727372,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,230,pre,0.52674377,0.006133628,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,230,post,0.504083607,0.007429333,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,250,pre,0.526079089,0.003082265,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,250,post,0.505011215,0.008912624,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,270,pre,0.515829632,0.005783963,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,270,post,0.509758489,0.002972675,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,290,pre,0.507108509,0.008768649,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,290,post,0.508313061,0.00204527,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,310,pre,0.504176316,0.010131579,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,310,post,0.509808883,0.004100466,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,330,pre,0.498842081,0.010093764,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,330,post,0.504473974,0.001070393,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,350,pre,0.496982552,0.00768071,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,350,post,0.497735309,0.00624171,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,370,pre,0.496581368,0.004260055,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,370,post,0.501284453,0.006689344,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,390,pre,0.499341453,0.002485449,Monkey_L;Monkey_A
Fig3B,low_gamma,V4,V4,390,post,0.4935414,0.010834277,Monkey_L;Monkey_A
Fig3B,low_gamma,All,MT+V4,0,pre,0.501593502,0.004803868,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3B,low_gamma,All,MT+V4,0,post,0.499569469,0.000983915,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
Fig3B,low_gamma,All,MT+V4,10,pre,0.456074333,0.009063523,Monkey_Y;Monkey_C;Monkey_L;Monkey_A
